State,negative.proportion,state_full,State.name,Region,long,lat,group,order,subregion
AL,0.055853920515574654,alabama,Alabama,South,-88.143829345703125,30.34384536743164,1,55,NA
AL,0.055853920515574654,alabama,Alabama,South,-88.16101837158203,30.338115692138672,1,56,NA
AL,0.055853920515574654,alabama,Alabama,South,-88.17247772216797,30.338115692138672,1,57,NA
AL,0.055853920515574654,alabama,Alabama,South,-88.18965911865234,30.355304718017578,1,58,NA
AL,0.055853920515574654,alabama,Alabama,South,-88.22404479980469,30.378223419189453,1,59,NA
AL,0.055853920515574654,alabama,Alabama,South,-88.2354965209961,30.395410537719727,1,60,NA
AL,0.055853920515574654,alabama,Alabama,South,-88.28706359863281,30.401142120361328,1,61,NA
AL,0.055853920515574654,alabama,Alabama,South,-88.31571197509766,30.401142120361328,1,62,NA
AL,0.055853920515574654,alabama,Alabama,South,-88.33290100097656,30.401142120361328,1,63,NA
AL,0.055853920515574654,alabama,Alabama,South,-88.35009765625,30.424060821533203,1,64,NA
AL,0.055853920515574654,alabama,Alabama,South,-88.39020538330078,30.412599563598633,1,65,NA
AL,0.055853920515574654,alabama,Alabama,South,-88.40738677978516,30.733457565307617,1,66,NA
AL,0.055853920515574654,alabama,Alabama,South,-88.4188461303711,30.99701690673828,1,67,NA
AL,0.055853920515574654,alabama,Alabama,South,-88.43030548095703,31.12306785583496,1,68,NA
AL,0.055853920515574654,alabama,Alabama,South,-88.4532241821289,31.432466506958008,1,69,NA
AL,0.055853920515574654,alabama,Alabama,South,-88.46468353271484,31.696025848388672,1,70,NA
AL,0.055853920515574654,alabama,Alabama,South,-88.47614288330078,31.89082908630371,1,71,NA
AL,0.055853920515574654,alabama,Alabama,South,-88.43030548095703,32.22314453125,1,72,NA
AL,0.055853920515574654,alabama,Alabama,South,-88.43030548095703,32.30908966064453,1,73,NA
AL,0.055853920515574654,alabama,Alabama,South,-88.39020538330078,32.5783805847168,1,74,NA
AL,0.055853920515574654,alabama,Alabama,South,-88.35009765625,32.92215347290039,1,75,NA
AL,0.055853920515574654,alabama,Alabama,South,-88.33863067626953,32.98517990112305,1,76,NA
AL,0.055853920515574654,alabama,Alabama,South,-88.29853057861328,33.283119201660156,1,77,NA
AL,0.055853920515574654,alabama,Alabama,South,-88.275604248046875,33.52949142456055,1,78,NA
AL,0.055853920515574654,alabama,Alabama,South,-88.25269317626953,33.735755920410156,1,79,NA
AL,0.055853920515574654,alabama,Alabama,South,-88.20685577392578,34.062339782714844,1,80,NA
AL,0.055853920515574654,alabama,Alabama,South,-88.20685577392578,34.07952880859375,1,81,NA
AL,0.055853920515574654,alabama,Alabama,South,-88.1839370727539,34.3144416809082,1,82,NA
AL,0.055853920515574654,alabama,Alabama,South,-88.166748046875,34.463409423828125,1,83,NA
AL,0.055853920515574654,alabama,Alabama,South,-88.14955139160156,34.58373260498047,1,84,NA
AL,0.055853920515574654,alabama,Alabama,South,-88.10944366455078,34.89885711669922,1,85,NA
AL,0.055853920515574654,alabama,Alabama,South,-88.13236999511719,34.90459060668945,1,86,NA
AL,0.055853920515574654,alabama,Alabama,South,-88.166748046875,34.9504280090332,1,87,NA
AL,0.055853920515574654,alabama,Alabama,South,-88.18965911865234,34.99626541137695,1,88,NA
AL,0.055853920515574654,alabama,Alabama,South,-88.1839370727539,35.013450622558594,1,89,NA
AL,0.055853920515574654,alabama,Alabama,South,-87.98912811279297,35.013450622558594,1,90,NA
AL,0.055853920515574654,alabama,Alabama,South,-87.6052474975586,35.007720947265625,1,91,NA
AL,0.055853920515574654,alabama,Alabama,South,-87.22709655761719,35.001991271972656,1,92,NA
AL,0.055853920515574654,alabama,Alabama,South,-87.20417022705078,35.001991271972656,1,93,NA
AL,0.055853920515574654,alabama,Alabama,South,-86.8260269165039,34.99626541137695,1,94,NA
AL,0.055853920515574654,alabama,Alabama,South,-86.78018951416016,34.99053192138672,1,95,NA
AL,0.055853920515574654,alabama,Alabama,South,-86.31036376953125,34.99053192138672,1,96,NA
AL,0.055853920515574654,alabama,Alabama,South,-85.85199737548828,34.98480224609375,1,97,NA
AL,0.055853920515574654,alabama,Alabama,South,-85.6113510131836,34.97907257080078,1,98,NA
AL,0.055853920515574654,alabama,Alabama,South,-85.58843994140625,34.8415641784668,1,99,NA
AL,0.055853920515574654,alabama,Alabama,South,-85.5426025390625,34.61811065673828,1,100,NA
AL,0.055853920515574654,alabama,Alabama,South,-85.52540588378906,34.58373260498047,1,101,NA
AL,0.055853920515574654,alabama,Alabama,South,-85.4681167602539,34.262874603271484,1,102,NA
AL,0.055853920515574654,alabama,Alabama,South,-85.428009033203125,34.07952880859375,1,103,NA
AL,0.055853920515574654,alabama,Alabama,South,-85.40509033203125,33.95920944213867,1,104,NA
AL,0.055853920515574654,alabama,Alabama,South,-85.39363098144531,33.90764236450195,1,105,NA
AL,0.055853920515574654,alabama,Alabama,South,-85.34779357910156,33.66127014160156,1,106,NA
AL,0.055853920515574654,alabama,Alabama,South,-85.31341552734375,33.49510955810547,1,107,NA
AL,0.055853920515574654,alabama,Alabama,South,-85.29622650146484,33.432090759277344,1,108,NA
AL,0.055853920515574654,alabama,Alabama,South,-85.244659423828125,33.11696243286133,1,109,NA
AL,0.055853920515574654,alabama,Alabama,South,-85.23892974853516,33.105499267578125,1,110,NA
AL,0.055853920515574654,alabama,Alabama,South,-85.1930923461914,32.87059020996094,1,111,NA
AL,0.055853920515574654,alabama,Alabama,South,-85.1930923461914,32.859127044677734,1,112,NA
AL,0.055853920515574654,alabama,Alabama,South,-85.17018127441406,32.841941833496094,1,113,NA
AL,0.055853920515574654,alabama,Alabama,South,-85.14725494384766,32.790374755859375,1,114,NA
AL,0.055853920515574654,alabama,Alabama,South,-85.13007354736328,32.7674560546875,1,115,NA
AL,0.055853920515574654,alabama,Alabama,South,-85.13007354736328,32.750267028808594,1,116,NA
AL,0.055853920515574654,alabama,Alabama,South,-85.12434387207031,32.73308181762695,1,117,NA
AL,0.055853920515574654,alabama,Alabama,South,-85.1014175415039,32.67578125,1,118,NA
AL,0.055853920515574654,alabama,Alabama,South,-85.1014175415039,32.63567352294922,1,119,NA
AL,0.055853920515574654,alabama,Alabama,South,-85.0670394897461,32.60702896118164,1,120,NA
AL,0.055853920515574654,alabama,Alabama,South,-85.04985809326172,32.55546188354492,1,121,NA
AL,0.055853920515574654,alabama,Alabama,South,-85.00975036621094,32.526817321777344,1,122,NA
AL,0.055853920515574654,alabama,Alabama,South,-84.98683166503906,32.498165130615234,1,123,NA
AL,0.055853920515574654,alabama,Alabama,South,-84.99256134033203,32.46951675415039,1,124,NA
AL,0.055853920515574654,alabama,Alabama,South,-84.975372314453125,32.423683166503906,1,125,NA
AL,0.055853920515574654,alabama,Alabama,South,-84.98109436035156,32.377845764160156,1,126,NA
AL,0.055853920515574654,alabama,Alabama,South,-85.00402069091797,32.337738037109375,1,127,NA
AL,0.055853920515574654,alabama,Alabama,South,-84.975372314453125,32.30908966064453,1,128,NA
AL,0.055853920515574654,alabama,Alabama,South,-84.9238052368164,32.28044128417969,1,129,NA
AL,0.055853920515574654,alabama,Alabama,South,-84.90088653564453,32.251792907714844,1,130,NA
AL,0.055853920515574654,alabama,Alabama,South,-84.929534912109375,32.2346076965332,1,131,NA
AL,0.055853920515574654,alabama,Alabama,South,-84.95245361328125,32.22887420654297,1,132,NA
AL,0.055853920515574654,alabama,Alabama,South,-84.96964263916016,32.200225830078125,1,133,NA
AL,0.055853920515574654,alabama,Alabama,South,-84.99256134033203,32.18303680419922,1,134,NA
AL,0.055853920515574654,alabama,Alabama,South,-85.04985809326172,32.160118103027344,1,135,NA
AL,0.055853920515574654,alabama,Alabama,South,-85.061309814453125,32.12001419067383,1,136,NA
AL,0.055853920515574654,alabama,Alabama,South,-85.061309814453125,32.10282516479492,1,137,NA
AL,0.055853920515574654,alabama,Alabama,South,-85.061309814453125,32.085636138916016,1,138,NA
AL,0.055853920515574654,alabama,Alabama,South,-85.061309814453125,32.06271743774414,1,139,NA
AL,0.055853920515574654,alabama,Alabama,South,-85.061309814453125,32.028343200683594,1,140,NA
AL,0.055853920515574654,alabama,Alabama,South,-85.061309814453125,31.993961334228516,1,141,NA
AL,0.055853920515574654,alabama,Alabama,South,-85.07850646972656,31.959585189819336,1,142,NA
AL,0.055853920515574654,alabama,Alabama,South,-85.107147216796875,31.93666648864746,1,143,NA
AL,0.055853920515574654,alabama,Alabama,South,-85.14152526855469,31.8679141998291,1,144,NA
AL,0.055853920515574654,alabama,Alabama,South,-85.13580322265625,31.787696838378906,1,145,NA
AL,0.055853920515574654,alabama,Alabama,South,-85.13580322265625,31.7762393951416,1,146,NA
AL,0.055853920515574654,alabama,Alabama,South,-85.13007354736328,31.73040199279785,1,147,NA
AL,0.055853920515574654,alabama,Alabama,South,-85.11860656738281,31.6845645904541,1,148,NA
AL,0.055853920515574654,alabama,Alabama,South,-85.07850646972656,31.615812301635742,1,149,NA
AL,0.055853920515574654,alabama,Alabama,South,-85.061309814453125,31.558517456054688,1,150,NA
AL,0.055853920515574654,alabama,Alabama,South,-85.061309814453125,31.524137496948242,1,151,NA
AL,0.055853920515574654,alabama,Alabama,South,-85.08423614501953,31.478300094604492,1,152,NA
AL,0.055853920515574654,alabama,Alabama,South,-85.08423614501953,31.443923950195312,1,153,NA
AL,0.055853920515574654,alabama,Alabama,South,-85.09569549560547,31.409547805786133,1,154,NA
AL,0.055853920515574654,alabama,Alabama,South,-85.09569549560547,31.340791702270508,1,155,NA
AL,0.055853920515574654,alabama,Alabama,South,-85.1014175415039,31.300683975219727,1,156,NA
AL,0.055853920515574654,alabama,Alabama,South,-85.12434387207031,31.28349494934082,1,157,NA
AL,0.055853920515574654,alabama,Alabama,South,-85.12434387207031,31.254846572875977,1,158,NA
AL,0.055853920515574654,alabama,Alabama,South,-85.11287689208984,31.19182014465332,1,159,NA
AL,0.055853920515574654,alabama,Alabama,South,-85.11287689208984,31.174633026123047,1,160,NA
AL,0.055853920515574654,alabama,Alabama,South,-85.0899658203125,31.140256881713867,1,161,NA
AL,0.055853920515574654,alabama,Alabama,South,-85.04412841796875,31.11160659790039,1,162,NA
AL,0.055853920515574654,alabama,Alabama,South,-85.03839874267578,31.094419479370117,1,163,NA
AL,0.055853920515574654,alabama,Alabama,South,-85.03266906738281,31.07723045349121,1,164,NA
AL,0.055853920515574654,alabama,Alabama,South,-85.03266906738281,31.037124633789062,1,165,NA
AL,0.055853920515574654,alabama,Alabama,South,-85.0154800415039,31.002748489379883,1,166,NA
AL,0.055853920515574654,alabama,Alabama,South,-85.0154800415039,30.99701690673828,1,167,NA
AL,0.055853920515574654,alabama,Alabama,South,-85.49676513671875,31.008474349975586,1,168,NA
AL,0.055853920515574654,alabama,Alabama,South,-85.5196762084961,31.008474349975586,1,169,NA
AL,0.055853920515574654,alabama,Alabama,South,-86.04679870605469,31.008474349975586,1,170,NA
AL,0.055853920515574654,alabama,Alabama,South,-86.20149993896484,31.008474349975586,1,171,NA
AL,0.055853920515574654,alabama,Alabama,South,-86.39057159423828,31.008474349975586,1,172,NA
AL,0.055853920515574654,alabama,Alabama,South,-86.70569610595703,31.008474349975586,1,173,NA
AL,0.055853920515574654,alabama,Alabama,South,-86.79737091064453,31.008474349975586,1,174,NA
AL,0.055853920515574654,alabama,Alabama,South,-87.18125915527344,31.008474349975586,1,175,NA
AL,0.055853920515574654,alabama,Alabama,South,-87.6052474975586,31.008474349975586,1,176,NA
AL,0.055853920515574654,alabama,Alabama,South,-87.6052474975586,30.956911087036133,1,177,NA
AL,0.055853920515574654,alabama,Alabama,South,-87.61096954345703,30.933992385864258,1,178,NA
AL,0.055853920515574654,alabama,Alabama,South,-87.63389587402344,30.899616241455078,1,179,NA
AL,0.055853920515574654,alabama,Alabama,South,-87.6396255493164,30.876697540283203,1,180,NA
AL,0.055853920515574654,alabama,Alabama,South,-87.63389587402344,30.859508514404297,1,181,NA
AL,0.055853920515574654,alabama,Alabama,South,-87.61096954345703,30.842317581176758,1,182,NA
AL,0.055853920515574654,alabama,Alabama,South,-87.5479507446289,30.773563385009766,1,183,NA
AL,0.055853920515574654,alabama,Alabama,South,-87.49065399169922,30.721996307373047,1,184,NA
AL,0.055853920515574654,alabama,Alabama,South,-87.462005615234375,30.710538864135742,1,185,NA
AL,0.055853920515574654,alabama,Alabama,South,-87.45054626464844,30.699077606201172,1,186,NA
AL,0.055853920515574654,alabama,Alabama,South,-87.4218978881836,30.676158905029297,1,187,NA
AL,0.055853920515574654,alabama,Alabama,South,-87.41043853759766,30.647512435913086,1,188,NA
AL,0.055853920515574654,alabama,Alabama,South,-87.41043853759766,30.618864059448242,1,189,NA
AL,0.055853920515574654,alabama,Alabama,South,-87.43335723876953,30.584487915039062,1,190,NA
AL,0.055853920515574654,alabama,Alabama,South,-87.462005615234375,30.54438018798828,1,191,NA
AL,0.055853920515574654,alabama,Alabama,South,-87.46773529052734,30.527193069458008,1,192,NA
AL,0.055853920515574654,alabama,Alabama,South,-87.462005615234375,30.5100040435791,1,193,NA
AL,0.055853920515574654,alabama,Alabama,South,-87.44482421875,30.492813110351562,1,194,NA
AL,0.055853920515574654,alabama,Alabama,South,-87.39898681640625,30.458436965942383,1,195,NA
AL,0.055853920515574654,alabama,Alabama,South,-87.39325714111328,30.446979522705078,1,196,NA
AL,0.055853920515574654,alabama,Alabama,South,-87.40471649169922,30.429786682128906,1,197,NA
AL,0.055853920515574654,alabama,Alabama,South,-87.4218978881836,30.429786682128906,1,198,NA
AL,0.055853920515574654,alabama,Alabama,South,-87.43909454345703,30.424060821533203,1,199,NA
AL,0.055853920515574654,alabama,Alabama,South,-87.43909454345703,30.4183292388916,1,200,NA
AL,0.055853920515574654,alabama,Alabama,South,-87.45054626464844,30.401142120361328,1,201,NA
AL,0.055853920515574654,alabama,Alabama,South,-87.462005615234375,30.389680862426758,1,202,NA
AR,0.040372670807453416,arkansas,Arkansas,South,-94.051025390625,33.036746978759766,3,354,NA
AR,0.040372670807453416,arkansas,Arkansas,South,-94.051025390625,33.30030822753906,3,355,NA
AR,0.040372670807453416,arkansas,Arkansas,South,-94.05675506591797,33.5753288269043,3,356,NA
AR,0.040372670807453416,arkansas,Arkansas,South,-94.07966613769531,33.58678436279297,3,357,NA
AR,0.040372670807453416,arkansas,Arkansas,South,-94.09112548828125,33.598243713378906,3,358,NA
AR,0.040372670807453416,arkansas,Arkansas,South,-94.1197738647461,33.5925178527832,3,359,NA
AR,0.040372670807453416,arkansas,Arkansas,South,-94.14842987060547,33.58678436279297,3,360,NA
AR,0.040372670807453416,arkansas,Arkansas,South,-94.15415954589844,33.58678436279297,3,361,NA
AR,0.040372670807453416,arkansas,Arkansas,South,-94.18853759765625,33.609703063964844,3,362,NA
AR,0.040372670807453416,arkansas,Arkansas,South,-94.205718994140625,33.61543655395508,3,363,NA
AR,0.040372670807453416,arkansas,Arkansas,South,-94.22290802001953,33.609703063964844,3,364,NA
AR,0.040372670807453416,arkansas,Arkansas,South,-94.2286376953125,33.598243713378906,3,365,NA
AR,0.040372670807453416,arkansas,Arkansas,South,-94.24009704589844,33.5753288269043,3,366,NA
AR,0.040372670807453416,arkansas,Arkansas,South,-94.26301574707031,33.58678436279297,3,367,NA
AR,0.040372670807453416,arkansas,Arkansas,South,-94.28020477294922,33.58678436279297,3,368,NA
AR,0.040372670807453416,arkansas,Arkansas,South,-94.297393798828125,33.5753288269043,3,369,NA
AR,0.040372670807453416,arkansas,Arkansas,South,-94.30885314941406,33.56959915161133,3,370,NA
AR,0.040372670807453416,arkansas,Arkansas,South,-94.36614990234375,33.5753288269043,3,371,NA
AR,0.040372670807453416,arkansas,Arkansas,South,-94.40052795410156,33.56959915161133,3,372,NA
AR,0.040372670807453416,arkansas,Arkansas,South,-94.40625,33.5753288269043,3,373,NA
AR,0.040372670807453416,arkansas,Arkansas,South,-94.42344665527344,33.598243713378906,3,374,NA
AR,0.040372670807453416,arkansas,Arkansas,South,-94.45208740234375,33.598243713378906,3,375,NA
AR,0.040372670807453416,arkansas,Arkansas,South,-94.46355438232422,33.61543655395508,3,376,NA
AR,0.040372670807453416,arkansas,Arkansas,South,-94.47501373291016,33.63262176513672,3,377,NA
AR,0.040372670807453416,arkansas,Arkansas,South,-94.480743408203125,33.655540466308594,3,378,NA
AR,0.040372670807453416,arkansas,Arkansas,South,-94.4979248046875,33.66699981689453,3,379,NA
AR,0.040372670807453416,arkansas,Arkansas,South,-94.49219512939453,33.67845916748047,3,380,NA
AR,0.040372670807453416,arkansas,Arkansas,South,-94.49219512939453,33.96493911743164,3,381,NA
AR,0.040372670807453416,arkansas,Arkansas,South,-94.48646545410156,34.21131134033203,3,382,NA
AR,0.040372670807453416,arkansas,Arkansas,South,-94.480743408203125,34.53216552734375,3,383,NA
AR,0.040372670807453416,arkansas,Arkansas,South,-94.46928405761719,34.74989318847656,3,384,NA
AR,0.040372670807453416,arkansas,Arkansas,South,-94.45782470703125,34.98480224609375,3,385,NA
AR,0.040372670807453416,arkansas,Arkansas,South,-94.44063568115234,35.39733123779297,3,386,NA
AR,0.040372670807453416,arkansas,Arkansas,South,-94.44635772705078,35.44316864013672,3,387,NA
AR,0.040372670807453416,arkansas,Arkansas,South,-94.480743408203125,35.65516662597656,3,388,NA
AR,0.040372670807453416,arkansas,Arkansas,South,-94.503662109375,35.7640266418457,3,389,NA
AR,0.040372670807453416,arkansas,Arkansas,South,-94.56095886230469,36.113529205322266,3,390,NA
AR,0.040372670807453416,arkansas,Arkansas,South,-94.5724105834961,36.17655563354492,3,391,NA
AR,0.040372670807453416,arkansas,Arkansas,South,-94.62397766113281,36.50886917114258,3,392,NA
AR,0.040372670807453416,arkansas,Arkansas,South,-94.08539581298828,36.50313949584961,3,393,NA
AR,0.040372670807453416,arkansas,Arkansas,South,-94.07966613769531,36.497413635253906,3,394,NA
AR,0.040372670807453416,arkansas,Arkansas,South,-93.890594482421875,36.50313949584961,3,395,NA
AR,0.040372670807453416,arkansas,Arkansas,South,-93.87340545654297,36.497413635253906,3,396,NA
AR,0.040372670807453416,arkansas,Arkansas,South,-93.598388671875,36.50313949584961,3,397,NA
AR,0.040372670807453416,arkansas,Arkansas,South,-93.5926513671875,36.497413635253906,3,398,NA
AR,0.040372670807453416,arkansas,Arkansas,South,-93.33482360839844,36.50313949584961,3,399,NA
AR,0.040372670807453416,arkansas,Arkansas,South,-93.3233642578125,36.497413635253906,3,400,NA
AR,0.040372670807453416,arkansas,Arkansas,South,-93.3061752319336,36.50313949584961,3,401,NA
AR,0.040372670807453416,arkansas,Arkansas,South,-93.300445556640625,36.497413635253906,3,402,NA
AR,0.040372670807453416,arkansas,Arkansas,South,-92.847808837890625,36.50313949584961,3,403,NA
AR,0.040372670807453416,arkansas,Arkansas,South,-92.84207916259766,36.50313949584961,3,404,NA
AR,0.040372670807453416,arkansas,Arkansas,South,-92.77332305908203,36.50313949584961,3,405,NA
AR,0.040372670807453416,arkansas,Arkansas,South,-92.76759338378906,36.50313949584961,3,406,NA
AR,0.040372670807453416,arkansas,Arkansas,South,-92.54987335205078,36.50313949584961,3,407,NA
AR,0.040372670807453416,arkansas,Arkansas,South,-92.16026306152344,36.497413635253906,3,408,NA
AR,0.040372670807453416,arkansas,Arkansas,South,-92.1316146850586,36.497413635253906,3,409,NA
AR,0.040372670807453416,arkansas,Arkansas,South,-91.673248291015625,36.50313949584961,3,410,NA
AR,0.040372670807453416,arkansas,Arkansas,South,-91.46697998046875,36.497413635253906,3,411,NA
AR,0.040372670807453416,arkansas,Arkansas,South,-91.46125030517578,36.497413635253906,3,412,NA
AR,0.040372670807453416,arkansas,Arkansas,South,-91.421142578125,36.497413635253906,3,413,NA
AR,0.040372670807453416,arkansas,Arkansas,South,-91.41541290283203,36.50313949584961,3,414,NA
AR,0.040372670807453416,arkansas,Arkansas,South,-91.14612579345703,36.50313949584961,3,415,NA
AR,0.040372670807453416,arkansas,Arkansas,South,-90.7908935546875,36.50313949584961,3,416,NA
AR,0.040372670807453416,arkansas,Arkansas,South,-90.57317352294922,36.50886917114258,3,417,NA
AR,0.040372670807453416,arkansas,Arkansas,South,-90.223663330078125,36.50886917114258,3,418,NA
AR,0.040372670807453416,arkansas,Arkansas,South,-90.1720962524414,36.50313949584961,3,419,NA
AR,0.040372670807453416,arkansas,Arkansas,South,-90.1377182006836,36.47449493408203,3,420,NA
AR,0.040372670807453416,arkansas,Arkansas,South,-90.12625885009766,36.405738830566406,3,421,NA
AR,0.040372670807453416,arkansas,Arkansas,South,-90.10334014892578,36.40000915527344,3,422,NA
AR,0.040372670807453416,arkansas,Arkansas,South,-90.0689697265625,36.3885498046875,3,423,NA
AR,0.040372670807453416,arkansas,Arkansas,South,-90.0689697265625,36.34844207763672,3,424,NA
AR,0.040372670807453416,arkansas,Arkansas,South,-90.09188079833984,36.28541564941406,3,425,NA
AR,0.040372670807453416,arkansas,Arkansas,South,-90.12053680419922,36.273956298828125,3,426,NA
AR,0.040372670807453416,arkansas,Arkansas,South,-90.1377182006836,36.21665954589844,3,427,NA
AR,0.040372670807453416,arkansas,Arkansas,South,-90.18928527832031,36.1994743347168,3,428,NA
AR,0.040372670807453416,arkansas,Arkansas,South,-90.18928527832031,36.17655563354492,3,429,NA
AR,0.040372670807453416,arkansas,Arkansas,South,-90.2637710571289,36.13071823120117,3,430,NA
AR,0.040372670807453416,arkansas,Arkansas,South,-90.37836456298828,36.004669189453125,3,431,NA
AR,0.040372670807453416,arkansas,Arkansas,South,-90.38409423828125,36.004669189453125,3,432,NA
AR,0.040372670807453416,arkansas,Arkansas,South,-90.29814910888672,35.998939514160156,3,433,NA
AR,0.040372670807453416,arkansas,Arkansas,South,-89.97156524658203,35.998939514160156,3,434,NA
AR,0.040372670807453416,arkansas,Arkansas,South,-89.96582794189453,36.004669189453125,3,435,NA
AR,0.040372670807453416,arkansas,Arkansas,South,-89.7939453125,36.004669189453125,3,436,NA
AR,0.040372670807453416,arkansas,Arkansas,South,-89.75383758544922,36.004669189453125,3,437,NA
AR,0.040372670807453416,arkansas,Arkansas,South,-89.7194595336914,36.004669189453125,3,438,NA
AR,0.040372670807453416,arkansas,Arkansas,South,-89.71372985839844,35.98747634887695,3,439,NA
AR,0.040372670807453416,arkansas,Arkansas,South,-89.6850814819336,35.97029113769531,3,440,NA
AR,0.040372670807453416,arkansas,Arkansas,South,-89.65644073486328,35.94737243652344,3,441,NA
AR,0.040372670807453416,arkansas,Arkansas,South,-89.65070343017578,35.92445373535156,3,442,NA
AR,0.040372670807453416,arkansas,Arkansas,South,-89.66217041015625,35.912994384765625,3,443,NA
AR,0.040372670807453416,arkansas,Arkansas,South,-89.7080078125,35.907264709472656,3,444,NA
